id,canonical_name,site,context,findspot,support,scribe,linear_a_text,linear_a_text_with_linebreaks,transliteration_text,gloss_text,image_rights,image_rights_url,source_dataset,undeciphered_language_notice
HTWa1200,HTWa1200,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1201,HTWa1201,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1202,HTWa1202,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1203,HTWa1203,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1204,HTWa1204,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1205,HTWa1205,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1206,HTWa1206,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1207,HTWa1207,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1208,HTWa1208,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1209,HTWa1209,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1210,HTWa1210,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=82,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1211,HTWa1211,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1212,HTWa1212,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1213,HTWa1213,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1214,HTWa1214,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1215,HTWa1215,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1216,HTWa1216,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1217,HTWa1217,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1218,HTWa1218,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1219,HTWa1219,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1220,HTWa1220,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1221,HTWa1221,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1222,HTWa1222,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1223,HTWa1223,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1224,HTWa1224,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1225,HTWa1225,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 68,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=83,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1226,HTWa1226,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1227,HTWa1227,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1228,HTWa1228,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1229,HTWa1229,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1230,HTWa1230,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1231,HTWa1231,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1232,HTWa1232,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1233,HTWa1233,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1234,HTWa1234,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1235,HTWa1235,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1236,HTWa1236,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1237,HTWa1237,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1238,HTWa1238,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1239,HTWa1239,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1240,HTWa1240,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=84,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1241,HTWa1241,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1242,HTWa1242,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1243,HTWa1243,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1244,HTWa1244,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1245,HTWa1245,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1246,HTWa1246,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1247,HTWa1247,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1248,HTWa1248,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1249,HTWa1249,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 69,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1250,HTWa1250,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1251,HTWa1251,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1252,HTWa1252,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1253,HTWa1253,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1254,HTWa1254,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 70,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1255,HTWa1255,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=85,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HTWa1256,HTWa1256,Haghia Triada,LMIB,Portico 11 and Room 13,Nodule,HT Wa Scribe 70,𐘤,𐘤,SI,SI,© École Française d'Athènes,papers/GORILA-Vol2.pdf#page=86,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
